,ice_dT,ambient_temperature,hydrate_1_dT,angle_of_elevation_tvd,liquid_loading_velocity_ratio,gradient_bisect_p_max,water_volume_rate,percent_of_ice_filling,severe_slugging,segment_creation_place,oil_volume_rate_sc,friction_pressure_gradient,liquid_noslip_holdup,gas_volume_rate_sc,liquid_loading_velocity,liquid_specific_enthalpy,liquid_loading_gas_rate,gradient_bisect_p_min,calculated_correlations,hydrate_existence,interfacial_tension,ice_dP,flow_pattern,pressure,is_on_const_part_of_vfp_curve,emulsion_inversion_watercut,heat_transfer,ice_existence,roughness,elevation,mixture_enthalpy,gas_specific_enthalpy,hydrostatic_pressure_gradient,liquid_holdup,erosion_rate,hydrate_1_dP,mixture_specific_enthalpy,liquid_loading_flag,length,angle_of_elevation,acceleration_pressure_gradient,flowint_watercut,gas_volume_rate,water_specific_enthalpy,percent_of_hydrate_filling,diameter,converged_by_newton,pressure_gradient,liquid_density,gas_superficial_velocity,temperature,gas_density,oil_specific_enthalpy,hydrate_2_dT,oil_volume_rate,gas_viscosity,corrosion_rate,reynolds_number,water_volume_rate_sc,liquid_viscosity,erosional_velocity,hydrate_2_dP,liquid_superficial_velocity,pipe_name
10,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
11,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
12,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
13,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
14,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
15,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
16,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
17,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
18,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
19,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
20,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
21,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
22,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
23,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
24,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
25,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
26,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
27,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
28,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
29,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
30,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
31,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
32,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
33,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
34,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
35,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
36,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
37,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
38,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
39,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
40,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
41,0.0,288.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016765232252221444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.165744347690847,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,743558.5940212507,0.0,0.0,0.5,0.0,-0.0016765232252221444,0.0,43.83000952479328,18.24928878111774,8.406819164732719,0.0,0.0,0.0,0.012099518744596057,0.0,15226678.508515803,0.0,0.0,0.0,0.0,0.0,Comp_line
